id,bookTitle,page,pageLoc,type,bookID,bookPg,bookType,anchorText,itemType,date,author,language
37,Essai sur l'origine des langues,307,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans l'ordre *normal* de l'origine (au sud), la proposition du chapitre II (*Que la première invention de la parole ne vient pas des besoins, mais des passions* et Œ‚Œæl'effet naturel des premiers besoins fut d'écarter les hommes et non de les rapprocherŒæŒé) a une valeur absolument générale.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,359,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans la note de *l'Essai*, cette loi n'est évidemment pas justifiée. Elle ne doit pas s'expliquer par la circulation sociale et
l'économie des lois de parenté, par Œ‚Œæla liaison qu'elle forme entre les famillesŒæŒé :Œætout cela suppose l'interdit mais n'en
rend pas compte.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,267,a,Footnote,https://derridas-margins.princeton.edu/titles/60/,29-30,Book,"Dans la première rédaction, Rousseau considérait comme très probable qu'Homère ne connaissait pas l'écriture (pp. 29-30 du mss.).",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,363,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Dans une chaí¬ne sans fin de représentations, le désir porte la mort par le détour de l'écriture. Œ‚ŒæLa femme de Proetos, la divine Antée, avait coní_u un désir furieux de s'unir à lui [Bellérophon, fils de Glaucus] dans des amours furtives.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,405,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Elle gagne en universalité, elle favorise donc le commerce et rend la Œ‚Œæcommunication plus facile avec d'autres peuples parlant d'autres languesŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,397,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"En disant ainsi que Œ‚Œæla peinture des objets convient aux peuples sauvagesŒæ; les signes des mots et des propositions, aux peuples barbaresŒæ; et l'alphabet aux peuples policésŒæŒé, on ne manque pas au principe structural, on le confirme au contraire.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,267,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,29-30,Book,"En relisant son texte, il a barré ce passage et ajouté en margeŒæ: Œ‚ N.B. Ceci est une bíÈtise qu'il faut íÇter, puisque l'histoire de Bellérophon, dans *l'Iliade* míÈme, prouve que l'art d'écrire était en usage du temps de l'auteur, mais cela n'empíÈcherait pas que son ouvrage ne fíét chanté plutíÇt qu'écritŒæŒé. (Note de Masson. L'examen du manuscrit nous a paru moins fécond que ne le laisse ici entendre Masson.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,302,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Et lorsque le chapitre VIII de *l'Essai* annonce ainsi les considérations sur les différencesŒæ:ŒæŒ‚ŒæTí¢chons de suivre dans nos recherches l'ordre míÈme de la nature. J'entre dans une longue digression sur un sujet si rebattu qu'il en est trivial, mais auquel il faut toujours revenir, malgré qu'on en ait, pour trouver l'origine des institutions humainesŒæŒé, on peut imaginer ici la situation d'une longue note appelée par ce passage du *Discours* (Rousseau vient d'expliquer que Œ‚Œæles passions à leur tour tirent leur origine de nos besoinsŒæŒé)Œæ:",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,294,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Et Rousseau prolonge encore le discours imaginaire de cet étranger qui n'est en somme que le correspondant äóî étranger et théoricien de la peinture äóî d'un musicien et musicographe franí_ais, l'analogue de RameauŒæ:ŒæŒ‚ŒæLes peintres franí_ais, continuerait-il, ont peut-íÈtre observé l'arc-en-cielŒæ; ils ont pu recevoir de la nature quelque goíét de nuance et quelque instinct de coloris. Moi, je vous ai montré les grands, les vrais principes de l'art. Que dis-je de l'artŒæ! de tous les arts, messieurs, de toutes les sciences. L'analyse des couleurs, le calcul des réfractions du prisme vous donnent les
seuls rapport exacts qui soient dans la nature, la règle de tous les rapports. Or, tout dans l'univers n'est que rapport. On sait donc tout quand on sait peindreŒæ; on sait tout quand on sait assortir des couleurs.
   Que dirions-nous du peintre assez dépourvu de sentiment et de goíét pour raisonner de la sorte, et borner stupidement au physique de son art le plaisir que nous fait la peintureŒæ? Que dirions-nous du musicien qui, plein de préjugés semblables, croirait voir dans la seule harmonie la source des grands effets de la musiqueŒæ? Nous enverrions le premier mettre en couleur des boiseries, et nous condamnerions l'autre à faire des opéras franí_ais.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,355,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Il y a certes une expérience du temps, mais d'un temps de présence pure, ne donnant lieu ni au calcul, ni à la réflexion, ni à la comparaisonŒæ: Œ‚Œæí¢ge heureux oí_ rien ne marquait les heuresŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,322,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"L'amour Œ‚Œæput aussi inventer la parole, mais moins heureusement. Peu content d'elle, il la dédaigneŒæ: il a des manières plus vives de s'exprimer. Que celle qui traí_ait avec tant de plaisir l'ombre de son amant lui disait de chosesŒæ! Quels sons eíét-elle employés pour rendre ce mouvement de baguetteŒæ?ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,262,a,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"L'unité littérale de cette doctrine de la pitié se confirme encore si l'on met cíÇte à cíÇte ces quatre passagesŒæ:ŒæŒ‚ŒæLa pitié, bien
que naturelle au cÅñur de l'homme, resterait éternellement inactive sans l'imagination qui la met en jeu. Comment nous laissons-nous émouvoir à la pitiéŒæ? En nous transportant hors de nous-míÈmeŒæ; en nous identifiant avec l'íÈtre souffrant. Nous ne souffrons qu'autant que nous jugeons qu'il souffreŒæ; ce n'est pas dans nous, c'est dans lui que nous souffrons. Œé (*Essai*).",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,343,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le barbare de *l'Essai* a une famille, une cabane et une langue, míÈme si elle se réduit au Œ‚Œægeste et à quelques sons inarticulésŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,300,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le chapitre VIII, Œ‚ŒæDifférence générale et locale dans l'origine des languesŒæŒé, se présente ainsiŒæ:ŒæŒ‚ŒæTout ce que j'ai dit jusqu'ici convient aux langues primitives en général, et aux progrès qui résultent de leur durée, mais n'explique ni leur origine, ni leurs différences.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,294,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le chapitre XIII Œ‚ŒæDe la mélodieŒæŒé est presque entièrement consacré à la peinture. Nous devons citer in extenso cette
remarquable page. L'ironie peut s'en laisser commenter aujourd'hui plus que jamais dans bien des sensŒæ:ŒæŒ‚ŒæSupposez un pays oí_ l'on n'aurait aucune idée du dessin, mais oí_ beaucoup de gens, passant leur vie à combiner, míÈler, nuer des couleurs, croiraient exceller en peinture. Ces gens-là raisonneraient de la níÇtre précisément comme nous faisons de la musique des Grecs. Quand on leur parlerait de l'émotion que nous causent de beaux tableaux et du charme de s'attendrir devant un sujet pathétique, leurs savants approfondiraient aussitíÇt la matière, compareraient leurs couleurs
aux níÇtres, examineraient si notre vert est plus tendre, ou notre rouge plus éclatantŒæ; ils chercheraient quels accords de couleur peuvent faire pleurer, quels autres peuvent mettre en colèreŒæ; les Burettes de ce pays-là rassembleraient sur des guenilles quelques lambeaux défigurés de nos tableauxŒæ; puis on se demanderait avec surprise ce qu'il y a de si merveilleux dans ce coloris. 
   Que si, dans quelque nation voisine, on commení_ait à former quelque trait, quelque ébauche de dessin, quelque figure encore imparfaite, tout cela passerait pour du barbouillage, pour une peinture
capricieuse et baroqueŒæ; et l'on s'en tiendrait, pour conserver le goíét, à ce beau simple, qui véritablement n'exprime rien, mais qui fait briller de belles nuances, de grandes plaques bien colorées, de longues dégradations de teintes sans aucun trait. 
   Enfin, peut-íÈtre, à force de progrès, on en viendrait à l'expérience du prisme. AussitíÇt quelque artiste célèbre établirait là-dessus un beau système. Messieurs, leur dirait-il, pour bien philosopher, il faut remonter aux causes physiques. Voilà la décomposition de la lumièreŒæ; voilà toutes les couleurs primitivesŒæ; voilà leurs rapports, leurs proportions, voilà les vrais principes du plaisir que vous fait la peinture. Tous ces mots mystérieux de dessin, de représentation, de figure, sont une pure charlatanerie des peintres franí_ais, qui, par leurs imitations, pensent donner je ne sais quels mouvements à l'í¢me, tandis qu'on sait qu'il n'y a que des sensations. On vous dit des merveilles de leurs tableauxŒæ; mais voyez mes teintes.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,319,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le premier chapitre exalte la langue sans voix, celle du regard et du geste (que Rousseau distingue de notre gesticulation)Œæ:ŒæŒ‚ŒæAinsi l'on parle aux yeux bien mieux qu'aux oreilles.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,363,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Le roi, représentant le désir d'Antée, n'ose tuer de sa main. Il ose écrire et différant le meurtre, il trace de sa main, Œ‚Œæsur des tablettes repliées en elles-míÈmesŒæŒé des Œ‚Œætraits meurtriersŒæŒé. Il envoie Bellérophon en Lycie, lui confiant ces Œ‚Œæsignes funestesŒæŒé. A la lecture de ce message, illisible pour Bellérophon, le beau-père de Proetos, régnant sur la Lycie, devra comprendre qu'il s'agit de mettre à mort le porteur des Œ‚ŒætraitsŒæŒé. A son tour, il diffère le meurtre, envoie Bellérophon s'exposer à la mort en tuant la Chimère invincible ou les fameux Solymes, il lui tend des embuscades.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,352,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Les déluges, les tremblements de terre, les éruptions de volcans, les incendies ont sans doute effrayé les sauvages mais les ont ensuite rassemblés Œ‚Œæpour réparer en commun les pertes communesŒæŒé. Voilà Œ‚Œæde quels instruments se servit la Providence pour forcer les humains à se rapprocherŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,152,b,Epigraph,https://derridas-margins.princeton.edu/titles/60/,,Book,Mais comment distinguer par écrit un homme qu'on nomme d'un homme qu'on appelleŒæ? C'est là vraiment une équivoque qu'eíét levée le point vocatif.,NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,328,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Mais ma passivité et ma passion sont tout offertes aux Œ‚Œæaccents auxquels on ne peut dérober son organeŒæŒé, qui Œ‚Œæpénètrent par lui jusqu'au fond du cÅñur, y portent malgré nous les mouvements qui les arrachentŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,346,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Mais, parmi les Œ‚Œætrois états de l'homme considéré par rapport à la sociétéŒæŒé (ch. IX)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,363,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"N'y parvenant point, elle menace son mariŒæ: Œ‚ŒæJe te voue à la mort, Proetos, si tu ne tues Bellérophon, qui voulait s'unir d'amour à moi, malgré moi.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,344,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,On peut en effet lui objecter qu'ŒæŒ‚Œæon trouve l'agriculture en grand dès le temps des patriarchesŒæŒé.,NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,346,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"ou les Œ‚Œætrois divers états sous lesquels on peut considérer les hommes rassemblés en nationŒæŒé (ch. V), le dernier seul marque l'accès de l'homme à lui-míÈme dans la société.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,314,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Pour comprendre comment opèrent les Œ‚Œæarticulations, qui sont de conventionŒæŒé (chap. IV), nous devons traverser une fois de plus le problème du concept de nature.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,309,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Pour lutter contre la mort, l'homme du nord meurt un peu plus tíÇt et Œ‚Œæle peuple sait... que les hommes du nord, non plus que les cygnes, ne meurent pas en chantantŒæŒé. (Ch. XIV.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,251,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,41,Book,"Premiers mots du chapitre IIŒæ:ŒæŒ‚ Il est donc à croire que les besoins dictèrent les premiers gestes, et que les premières passions arrachèrent les premières voix.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,274,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Quand il entreprend d'expliquer *comment la musique a dégénéré* (chapitre XIX), Rousseau rappelle la malheureuse histoire de la langue et de son désastreux Œ‚ŒæperfectionnementŒæŒéŒæ:ŒæŒ‚ŒæA mesure que la langue se perfectionnait, la mélodie, en s'imposant de nouvelles règles, *perdait* insensiblement de son ancienne *énergie*, et le *calcul des intervalles fut substitué à la finesse des inflexions*.ŒæŒéŒæ(Nous soulignons.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,363,e,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rien n'y fait. Il finit par lui donner sa fille. Plus tard, Bellérophon cesse d'íÈtre aimé des dieux et il va seul, Œ‚Œæerrant par
la plaine Akéienne, rongeant son cÅñur et fuyant la route des hommesŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,28,b,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau répète le geste platonicien en se référant maintenant à un autre modèle de la présenceŒæ: présence à soi dans le sentiment, dnas le cogito sensible qui porte simultanément en soi l'inscription de la loi divine. D'un cíÇté, l'écriture représentative, déchue, seconde, instituée, l'écriture au sense propre et étroit, est condamnée dans *L'essai sur l'origine des langues* (elle Œ‚ŒæénerveŒæŒé la paroleŒæ; Œ‚Œæjuger du génieŒæŒé par les livres, c'est Œ‚Œævouloir peindre un homme sur son cadavreŒæŒé, etc.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,28,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau répète le geste platonicien en se référant maintenant à un autre modèle de la présenceŒæ: présence à soi dans le sentiment, dnas le cogito sensible qui porte simultanément en soi l'inscription de la loi divine. D'un cíÇté, l'écriture représentative, déchue, seconde, instituée, l'écriture au sense propre et étroit, est condamnée dans *L'essai sur l'origine des langues* (elle Œ‚ŒæénerveŒæŒé la paroleŒæ; Œ‚Œæjuger du génieŒæŒé par les livres, c'est Œ‚Œævouloir peindre un homme sur son cadavreŒæŒé, etc.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,28,d,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rosuseau répète le geste platonicien en se référant maintenant à un autre modèle de la présenceŒæ: présence à soi dans le sentiment, dnas le cogito sensible qui porte simultanément en soi l'inscription de la loi divine. D'un cíÇté, l'écriture représentative, déchue, seconde, instituée, l'écriture au sense propre et étroit, est condamnée dans *L'essai sur l'origine des langues* (elle Œ‚ŒæénerveŒæŒé la paroleŒæ; Œ‚Œæjuger du génieŒæŒé par les livres, c'est Œ‚Œævouloir peindre un homme sur son cadavreŒæŒé, etc.)",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,309,c,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,Rousseau ajoute en note Œ‚ŒæLe turc est une langue septentrionale.ŒæŒé,NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,316,e,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau ajoute en noteŒæ:ŒæŒ‚ŒæJ'appelle les premiers temps ceux de la dispersion des hommes, à quelque í¢ge du genre humain qu'on veuille en fixer l'époque.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,394,c,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau distingue en effet entre deux pictographies. L'une procéderait *directement* et l'autre *allégoriquement*, Œ‚Œæsoit directement comme faisaient les Mexicains, soit par des figures allégoriques, comme firent autrefois les Egyptiens.ŒæŒé Et lorsqu'il enchaí¬ne ainsiŒæ: Œ‚ŒæCet état répond à la langue passionnée, et suppose déjà quelque société et des besoins que les passions ont fait naí¬treŒæŒé, il ne désigne vraisemblablement pas le seul état Œ‚ŒæégyptienŒæŒé ou Œ‚ŒæallégoriqueŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,347,b,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau précise en noteŒæ:ŒæŒ‚ŒæIl est inconcevable à quel point l'homme est naturellement paresseux. On dirait qu'il ne vit
que pour dormir, végéter, rester immobileŒæ; à peine peut-il se résoudre à se donner les mouvements nécessaires pour s'empíÈcher de mourir de faim. Rien ne maintient tant les sauvages dans l'amour de leur état que cette délicieuse indolence. Les passions qui rendent l'homme inquiet, prévoyant, actif, ne naissent que dans la société. Ne rien faire est la première et plus forte passion de l'homme après celle de se conserver. Si l'on y regardait bien, l'on verrait que, míÈme parmi nous, c'est pour parvenir au repos que chacun travaille, c'est encore la paresse qui nous rend laborieux.ŒæŒé",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,284,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau tient à condamner sans appel le vice de gourmandise. On pourra se demander pourquoiŒæ:ŒæŒ‚ŒæJe ne connais qu'un sens aux affections duquel rien de moral ne se míÈleŒæ: c'est le goíét. Aussi la gourmandise n'est-elle jamais le vice dominant que des gens qui ne sentent rienŒæŒé (*ibid*). Œ‚ŒæQui ne sentent rienŒæŒé veut dire ici, bien entendu, Œ‚Œæqui ne font que sentirŒæŒé, qui n'ont que des sensations inéduquées, incultes.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,364,a,Quotation,https://derridas-margins.princeton.edu/titles/60/,,Book,"Rousseau tient compte du fait mais, Œ‚Œæobstiné dans [mes] paradoxesŒæŒé, il se dit tenté d'accuser les Œ‚Œæcompilateurs d'HomèreŒæŒé. N'ont-ils pas écrit cette histoire d'écriture après coup, l'introduisant violemment dans des Œ‚Œæpoèmes qui restèrent longtemps écrits seulement dans la mémoire des hommesŒæ?ŒæŒé.",NA,1781,"Rousseau, Jean-Jacques",fr
37,Essai sur l'origine des langues,316,d,Footnote,https://derridas-margins.princeton.edu/titles/60/,,Book,"Tel qu'il est évoqué dans *l'Essai*, l'í¢ge des cabanes est beaucoup plus proche du pur état de nature. Parlant des Œ‚Œæpremiers tempsŒæŒé, Œ‚Œælorsque les hommes épars sur la face de la terre n'avaient de société que celle de la famille, de lois que celles de la nature, de langue que le geste et quelques sons inarticulésŒæŒé,",NA,1781,"Rousseau, Jean-Jacques",fr
38,Essai sur le principe générateur des constitutions politiques et des autres institutions,401,j,Footnote,https://derridas-margins.princeton.edu/titles/64/,,Book,J. de Maistre diraŒæ: Œ‚ŒæCe qu'il y a de plus essentiel n'est jamais écrit et míÈme ne le saurait íÈtre sans exposer l'état.ŒæŒé,book,1809,"Maistre, Joseph de",fr
39,Essai sur les événements importants dont les femmes ont été la cause secrète,242,c,Footnote,https://derridas-margins.princeton.edu/titles/54/,,Book,"On sait que Rousseau avait projeté de consacrer un ouvrage au ríÇle des femmes dans l'histoire. Il s'agissait pour lui, semble-t-il, autant de restaurer une vérité historique (l'importance du ríÇle de la femme, que l'histoire des hommes a délibérément dissimulée) que de rappeler le caractère parfois néfaste de ce ríÇle, en faisant Œ‚Œæquelques observations sur les grands hommes qui se sont laissés gouverner par les femmes. Thémistocle. Antoine, etc. Fulvie femme d'Antoine excite la guerre pour n'avoir pu íÈtre aimée de César.ŒæŒé Cf. *Sur les femmes* et *Essai sur les événements importants dont les femmes ont été la cause secrète*. (Pléiade. II, pp. 1254-1257).",bookSection,1961,"Rousseau, Jean-Jacques",fr
40,Essais,248,a,Quotation,https://derridas-margins.princeton.edu/titles/81/,,Book,"Rousseau pourrait dire comme MontaigneŒæŒ‚Œænos moeurs penchent d'une merveilleuse inclination vers l'empirementŒæŒé (*Essais*, 1, 82).",book,1580,"Montaigne, Michel de",fr
41,Essais de linguistique générale,76,c,Quotation,https://derridas-margins.princeton.edu/titles/107/,,Book,"2. *inadmissible en droit* puisque l'on ne peut considérer que Œ‚ dans le langage, la forme s'oppose à la substance comme une constante à une variable Œé. C'est au cours de cette deuxième démonstration que des formules littéralement saussuriennes réapparissent au sujet des rapports entre parole et écriture ; l'ordre de l'écriture est l'ordre de l'extériorité, de l'Œ‚ occasionnel Œé, de l'Œ‚ accessoire Œé, de l'Œ‚ auxiliaire Œé, du Œ‚ *parasitaire* Œé (p. 116-117. Nous soulignons). L'argumentation de Jakobson et de Halle faite appel à la genèse factuelle et invoque la secondarité de l'écriture au sens courant : Œ‚ Ce n'est qu'après avoir maí¬trisé le langage parlé que l'on apprend à lire et à écrire Œé.",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,76,b,Quotation,https://derridas-margins.princeton.edu/titles/107/,116,Book,"2. *inadmissible en droit* puisque l'on ne peut considérer que Œ‚ dans le langage, la forme s'oppose à la substance comme une constante à une variable Œé. C'est au cours de cette deuxième démonstration que des formules littéralement saussuriennes réapparissent au sujet des rapports entre parole et écriture ; l'ordre de l'écriture est l'ordre de l'extériorité, de l'Œ‚ occasionnel Œé, de l'Œ‚ accessoire Œé, de l'Œ‚ auxiliaire Œé, du Œ‚ *parasitaire* Œé (p. 116-117. Nous soulignons). L'argumentation de Jakobson et de Halle faite appel à la genèse factuelle et invoque la secondarité de l'écriture au sens courant : Œ‚ Ce n'est qu'après avoir maí¬trisé le langage parlé que l'on apprend à lire et à écrire Œé.",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,76,a,Quotation,https://derridas-margins.princeton.edu/titles/107/,,Book,"2. *inadmissible en droit* puisque l'on ne peut considérer que Œ‚Œædans le langage, la forme s'oppose à la substance comme une constante à une variableŒæŒé. C'est au cours de cette deuxième démonstration que des formules littéralement saussuriennes réapparissent au sujet des rapports entre parole et écritureŒæ; l'ordre de l'écriture est l'ordre de l'extériorité, de l'Œ‚ŒæoccasionnelŒæŒé, de l'Œ‚ŒæaccessoireŒæŒé, de l'Œ‚ŒæauxiliaireŒæŒé, du Œ‚Œæ*parasitaire*ŒæŒé (p. 116-117. Nous soulignons). L'argumentation de Jakobson et de Halle faite appel à la genèse factuelle et invoque la secondarité de l'écriture au sens courantŒæ: Œ‚ŒæCe n'est qu'après avoir maí¬trisé le langage parlé que l'on apprend à lire et à écrireŒæŒé.",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,101,b,Quotation,https://derridas-margins.princeton.edu/titles/107/,165,Book,Œ‚Œæl'accord en musiqueŒæŒé.,book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,97,a,Footnote,https://derridas-margins.princeton.edu/titles/107/,87-88,Book,"Œ‚ŒæLe flux du langage parlé, physiquement continu, confronta à l'origine la théorie de la communication à une situation ""considérablement plus compliqué"" (Shannon et Weaver) que ce n'était le cas pour l'ensemble fini d'éléments discrets que présentait le langage écrit. L'analyse linguistique, cependant, est arrivée à résoudre le discours oral en une série finie d'informations élémentaires. Ces unités discrètes, ultimes, dites ""traits distinctifs"" sont groupées en ""faisceaux"" simultanés, appelés *phonèmes*, qui, à leur tour, s'enchaí¬nent pour former des séquences. Ainsi donc la forme, dans le langage, a une structure manifestement granulaire et est susceptible d'une description quantique.ŒæŒé",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,89,c,Quotation,https://derridas-margins.princeton.edu/titles/107/,111,Book,"Œ‚ŒæSelon la plus ancienne de ces conceptions, qui remonte à Baudouin de Courtenay mais n'est pas encore morte, le phonème est un son imaginé ou intentionnel, qui s'oppose au son effectivement émis comme un phénomène ""psychophonétique"" au fait ""physiophonétique"". C'est l'équivalent psychique d'un son intériorisé.ŒæŒé",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,62,c,Footnote,https://derridas-margins.princeton.edu/titles/107/,103,Book,"C'est dans *Phonologie et phonétique* de Jakobson et Halle (première partie de *Fundamentals of language*, recueillie et traduite in *Essais de linguistique générale*, p. 103) que la ligne phonologiste du projet saussurien se trouve, semble-t-il, le plus systématiquement et le plus rigoureusement défendue, notamment contre le point de vue Œ‚ŒæalgébriqueŒæŒé de Hjelmslev.",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,20,d,Footnote,https://derridas-margins.princeton.edu/titles/107/,116,Book,"Cf. par ex. EP. pp. 126, 148, 355, etc. D'un autre point de vue, cf. Jakobson, *Essais de linguistique générale* (tr. fr. p. 116)",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,76,d,Quotation,https://derridas-margins.princeton.edu/titles/107/,116,Book,"Dans un autre moment de la critique, Jakobson et Halle rappellent l'imperfection de la représentation graphiqueŒæ; cette imperfection tient aux Œ‚Œæstructures fondamentales dissemblables des lettres et des phonèmesŒæŒéŒæ: 
Œ‚ŒæLes lettres ne reproduisent jamais complètement les différents traits distinctifs sur lesquels repose le système phonématique, et négligent infailliblement les relations structurales entre ces traitsŒæŒé (p. 116).",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,75,g,Quotation,https://derridas-margins.princeton.edu/titles/107/,,Book,"Et dans le texte cité plus haut, Jakobson et Halle soutiennent que l'Œ‚ exigence théorique Œé d'une recherche des invariants mettant entre parenthèses la substance sonore comme un contenu (empirique et contingent) est :
1. *impracticable* puisque, Œ‚ comme le note Eli Fischer Jorgensen Œé, Œ‚on tient compte de la substance sonore à toute étape de l'analyse Œé. Mais est-ce là Œ‚ une troublante contradiction Œé, comme le veulent Jakobson et Halle ?",book,1963,"Jakobson, Roman",fr
41,Essais de linguistique générale,75,f,Quotation,https://derridas-margins.princeton.edu/titles/107/,,Book,"Et dans le texte cité plus haut, Jakobson et Halle soutiennent que l'Œ‚ exigence théorique Œé d'une recherche des invariants mettant entre parenthèses la substance sonore comme un contenu (empirique et contingent) est :
1. *impracticable* puisque, Œ‚ comme le note Eli Fischer Jorgensen Œé, Œ‚on tient compte de la substance sonore à toute étape de l'analyse Œé. Mais est-ce là Œ‚ une troublante contradiction Œé, comme le veulent Jakobson et Halle ?",book,1963,"Jakobson, Roman",fr
